Common_Name,Scientific_Name,Taxonomic_Order,Count,State/Province,Location,Latitude,Longitude,Date,Time,Duration_Min,Al_Obs_Reported,Distance_Traveled_km,Number_of_Observers,Observation_Details,Checklist_Comments,year,month,Mes,day_name
Black Vulture,Coragyps atratus,7334,3,CO-QUI,"Conjunto Puertas del Edén, Quindío - (4,45, -75,783)",4.4497009,-75.7830913,2019-02-10,05:07 PM,15.0,1,0.76,1,Faltante,Faltante,2019,2,Feb,Sunday
Black Vulture,Coragyps atratus,7334,3,CO-QUI,"Conjunto Puertas del Edén, Quindío - (4,45, -75,783)",4.4497009,-75.7830913,2019-02-11,04:35 PM,31.0,1,0.42,1,Faltante,Faltante,2019,2,Feb,Monday
Black Vulture,Coragyps atratus,7334,3,CO-QUI,"Conjunto Puertas del Edén, Quindío - (4,45, -75,783)",4.4497009,-75.7830913,2019-02-13,04:51 PM,54.0,1,1.1,1,Faltante,Faltante,2019,2,Feb,Wednesday
Black Vulture,Coragyps atratus,7334,2,CO-QUI,"Conjunto Puertas del Edén, Quindío - (4,45, -75,783)",4.4497009,-75.7830913,2019-02-14,02:46 PM,25.0,1,0.47,1,Faltante,Faltante,2019,2,Feb,Thursday
Black Vulture,Coragyps atratus,7334,3,CO-QUI,"Conjunto Puertas del Edén, Quindío - (4,45, -75,783)",4.4497009,-75.7830913,2019-02-14,04:47 PM,38.0,1,0.38,1,Faltante,Faltante,2019,2,Feb,Thursday
Black Vulture,Coragyps atratus,7334,2,CO-QUI,"Conjunto Puertas del Edén, Quindío - (4,45, -75,783)",4.4497009,-75.7830913,2019-02-15,08:06 AM,35.0,1,0.87,1,Faltante,Faltante,2019,2,Feb,Friday
Black Vulture,Coragyps atratus,7334,2,CO-QUI,"Conjunto Puertas del Edén, Quindío - (4,45, -75,783)",4.4497009,-75.7830913,2019-04-15,08:56 AM,55.0,1,1.8,1,Faltante,Faltante,2019,4,Apr,Monday
Black Vulture,Coragyps atratus,7334,2,CO-QUI,"Conjunto Puertas del Edén, Quindío - (4,45, -75,783)",4.4497009,-75.7830913,2019-04-15,03:11 PM,36.0,1,1.91,1,Faltante,Faltante,2019,4,Apr,Monday
Black Vulture,Coragyps atratus,7334,2,CO-QUI,"Conjunto Puertas del Edén, Quindío - (4,45, -75,783)",4.4497009,-75.7830913,2019-04-17,10:03 AM,17.0,1,0.86,1,Faltante,Faltante,2019,4,Apr,Wednesday
Black Vulture,Coragyps atratus,7334,3,CO-CAL,Eco Parque Alcazares Sendero Principal - Siete Cueros,5.0630105,-75.5269762,2019-12-14,08:47 AM,137.0,1,0.81,7,Faltante,Faltante,2019,12,Dec,Saturday
Black Vulture,Coragyps atratus,7334,8,CO-CAL,Hacienda El Bosque,5.0224866,-75.3683513,2019-11-23,06:49 AM,236.0,1,2.3,1,Faltante,Faltante,2019,11,Nov,Saturday
Black Vulture,Coragyps atratus,7334,3,CO-CAL,Hacienda El Jardin,4.9756538,-75.5822304,2019-11-09,06:12 AM,330.0,1,0.89,18,Faltante,Observacion alrededor de la Hacienda y comederos durante el 8° COngreso de Aviturismo,2019,11,Nov,Saturday
Black Vulture,Coragyps atratus,7334,2,CO-CAL,Jardín Botánico de La Universidad de Caldas,5.0564338,-75.4943454,2018-10-31,06:37 AM,240.0,1,4.17,10,Faltante,Faltante,2018,10,Oct,Wednesday
Black Vulture,Coragyps atratus,7334,2,CO-QUI,"La Tebaida, Quindío, CO (4,449, -75,783)",4.4494851,-75.7832381,2018-12-03,04:08 PM,92.0,1,3.13,1,Faltante,Faltante,2018,12,Dec,Monday
Black Vulture,Coragyps atratus,7334,2,CO-QUI,"La Tebaida, Quindío, CO (4,45, -75,783)",4.4496263,-75.7829418,2018-11-15,11:25 AM,103.0,1,1.85,2,Faltante,Faltante,2018,11,Nov,Thursday
Black Vulture,Coragyps atratus,7334,1,CO-QUI,"La Tebaida, Quindío, CO (4,45, -75,783)",4.4496263,-75.7829418,2018-12-04,12:57 PM,33.0,1,1.06,1,Faltante,Faltante,2018,12,Dec,Tuesday
Black Vulture,Coragyps atratus,7334,2,CO-QUI,"La Tebaida, Quindío, CO (4,45, -75,783)",4.4496263,-75.7829418,2018-12-05,03:15 PM,84.0,1,1.71,1,Faltante,Faltante,2018,12,Dec,Wednesday
Black Vulture,Coragyps atratus,7334,2,CO-QUI,"La Tebaida, Quindío, CO (4,45, -75,783)",4.4496263,-75.7829418,2018-12-05,05:30 PM,9.0,1,0.18,1,Faltante,Faltante,2018,12,Dec,Wednesday
Black Vulture,Coragyps atratus,7334,1,CO-QUI,"La Tebaida, Quindío, CO (4,45, -75,783)",4.4496263,-75.7829418,2018-12-06,04:32 PM,63.0,1,1.13,1,Faltante,Faltante,2018,12,Dec,Thursday
Black Vulture,Coragyps atratus,7334,3,CO-QUI,"La Tebaida, Quindío, CO (4,45, -75,783)",4.4496263,-75.7829418,2018-12-20,01:01 PM,36.0,1,1.02,1,Faltante,Faltante,2018,12,Dec,Thursday
Black Vulture,Coragyps atratus,7334,2,CO-QUI,"La Tebaida, Quindío, CO (4,45, -75,783)",4.4496263,-75.7829418,2018-12-21,04:20 PM,30.0,1,0.48,1,Faltante,Faltante,2018,12,Dec,Friday
Black Vulture,Coragyps atratus,7334,4,CO-CAL,"Morro Sancancio, Manizales,Caldas, CO (5,048, -75,492)",5.0478868,-75.4923368,2018-10-27,07:00 AM,284.0,1,5.4,20,Faltante,Faltante,2018,10,Oct,Saturday
Black Vulture,Coragyps atratus,7334,1,CO-CAL,"Reserva Castilla (5,069, -75,505)",5.0688909,-75.5045082,2018-05-14,07:22 AM,184.0,1,0.68,1,Faltante,Faltante,2018,5,May,Monday
Black Vulture,Coragyps atratus,7334,1,CO-CAL,"Reserva Castilla (5,069, -75,505)",5.0688909,-75.5045082,2018-06-09,07:31 AM,68.0,1,0.18,1,Faltante,Faltante,2018,6,Jun,Saturday
Black Vulture,Coragyps atratus,7334,2,CO-CAL,"Reserva Castilla (5,069, -75,505)",5.0688909,-75.5045082,2018-08-05,01:26 PM,98.0,1,0.5,1,Faltante,Faltante,2018,8,Aug,Sunday
Black Vulture,Coragyps atratus,7334,2,CO-CAL,"Reserva Castilla (5,069, -75,505)",5.0688909,-75.5045082,2018-08-11,07:39 AM,76.0,1,0.31,1,Faltante,Faltante,2018,8,Aug,Saturday
Black Vulture,Coragyps atratus,7334,2,CO-CAL,"Reserva Castilla (5,069, -75,505)",5.0688909,-75.5045082,2018-11-07,06:46 AM,133.0,1,0.65,1,Faltante,Faltante,2018,11,Nov,Wednesday
Black Vulture,Coragyps atratus,7334,1,CO-CAL,"Reserva Castilla (5,069, -75,505)",5.0688909,-75.5045082,2019-02-18,04:32 PM,30.0,1,0.69,1,Faltante,Faltante,2019,2,Feb,Monday
Black Vulture,Coragyps atratus,7334,3,CO-CAL,"Reserva Castilla (5,069, -75,505)",5.0688909,-75.5045082,2019-08-04,10:19 AM,55.0,0,0.77,1,Faltante,Faltante,2019,8,Aug,Sunday
Black Vulture,Coragyps atratus,7334,6,CO-CAL,"Reserva Castilla (5,069, -75,505)",5.0688909,-75.5045082,2020-02-21,05:27 PM,20.0,1,0.25,1,Faltante,Faltante,2020,2,Feb,Friday
Black Vulture,Coragyps atratus,7334,2,CO-CAL,"Reserva Castilla (5,069, -75,505)",5.0688909,-75.5045082,2020-02-27,01:12 PM,37.0,1,0.33,1,Faltante,Faltante,2020,2,Feb,Thursday
Black Vulture,Coragyps atratus,7334,3,CO-CAL,"Reserva Castilla (5,069, -75,505)",5.0688909,-75.5045082,2020-06-05,01:29 PM,21.0,1,0.35,1,Faltante,Faltante,2020,6,Jun,Friday
Black Vulture,Coragyps atratus,7334,8,CO-CAL,"Reserva Castilla (5,069, -75,505)",5.0688909,-75.5045082,2020-06-13,04:24 PM,10.0,1,0.35,1,Faltante,Faltante,2020,6,Jun,Saturday
Black Vulture,Coragyps atratus,7334,5,CO-CAL,"Reserva Castilla (5,069, -75,505)",5.0688909,-75.5045082,2020-12-22,12:50 PM,15.0,1,0.33,1,Faltante,Faltante,2020,12,Dec,Tuesday
Black Vulture,Coragyps atratus,7334,1,CO-CAL,"Reserva Castilla (5,069, -75,505)",5.0688909,-75.5045082,2021-01-02,01:58 PM,16.0,1,0.33,1,Faltante,Faltante,2021,1,Jan,Saturday
Black Vulture,Coragyps atratus,7334,3,CO-CAL,"Reserva Castilla (5,069, -75,505)",5.0688909,-75.5045082,2021-01-08,01:30 PM,20.0,1,0.33,1,Faltante,Faltante,2021,1,Jan,Friday
Black Vulture,Coragyps atratus,7334,1,CO-CAL,"Reserva De Castilla  (5,069, -75,504)",5.0688057,-75.5044872,2018-12-26,01:55 PM,92.0,1,0.29,1,Faltante,Faltante,2018,12,Dec,Wednesday
Black Vulture,Coragyps atratus,7334,4,CO-CAL,"Reserva De Castilla  (5,069, -75,504)",5.0688057,-75.5044872,2019-09-21,02:25 PM,46.0,0,0.74,1,Faltante,Faltante,2019,9,Sep,Saturday
Black Vulture,Coragyps atratus,7334,16,CO-CAL,"Reserva De Castilla  (5,069, -75,504)",5.0688057,-75.5044872,2019-09-22,10:01 AM,48.0,1,0.24,1,Faltante,Faltante,2019,9,Sep,Sunday
Black Vulture,Coragyps atratus,7334,6,CO-CAL,"Reserva De Castilla  (5,069, -75,504)",5.0688057,-75.5044872,2019-09-23,11:05 AM,48.0,1,0.32,1,Faltante,Faltante,2019,9,Sep,Monday
Black Vulture,Coragyps atratus,7334,4,CO-CAL,"Reserva De Castilla  (5,069, -75,504)",5.0688057,-75.5044872,2019-10-20,10:17 AM,58.0,1,0.36,1,Faltante,Faltante,2019,10,Oct,Sunday
Black Vulture,Coragyps atratus,7334,3,CO-CAL,"Reserva De Castilla  (5,069, -75,504)",5.0688057,-75.5044872,2020-05-09,06:56 AM,15.0,1,0.36,2,Faltante,Faltante,2020,5,May,Saturday
Black Vulture,Coragyps atratus,7334,1,CO-CAL,"Reserva De Castilla  (5,069, -75,504)",5.0688057,-75.5044872,2020-05-09,07:12 AM,14.0,1,0.36,2,Faltante,Faltante,2020,5,May,Saturday
Black Vulture,Coragyps atratus,7334,4,CO-CAL,"Reserva De Castilla  (5,069, -75,504)",5.0688057,-75.5044872,2020-05-09,10:58 AM,12.0,1,0.36,2,Faltante,Faltante,2020,5,May,Saturday
Black Vulture,Coragyps atratus,7334,2,CO-CAL,"Reserva De Castilla  (5,069, -75,504)",5.0688057,-75.5044872,2020-06-24,11:47 AM,14.0,1,0.36,1,Faltante,Faltante,2020,6,Jun,Wednesday
Black Vulture,Coragyps atratus,7334,2,CO-CAL,"Reserva De Castilla  (5,069, -75,504)",5.0688057,-75.5044872,2020-07-07,10:09 AM,14.0,1,0.36,1,Faltante,Faltante,2020,7,Jul,Tuesday
Black Vulture,Coragyps atratus,7334,1,CO-CAL,"Reserva De Castilla  (5,069, -75,504)",5.0688057,-75.5044872,2020-07-16,09:55 AM,17.0,1,0.36,2,Faltante,Faltante,2020,7,Jul,Thursday
Black Vulture,Coragyps atratus,7334,2,CO-CAL,"Reserva De Castilla  (5,069, -75,504)",5.0688057,-75.5044872,2020-07-22,09:12 AM,12.0,1,0.36,1,Faltante,Faltante,2020,7,Jul,Wednesday
Black Vulture,Coragyps atratus,7334,4,CO-CAL,"Reserva De Castilla  (5,069, -75,504)",5.0688057,-75.5044872,2020-07-28,01:35 PM,14.0,1,0.36,1,Faltante,Faltante,2020,7,Jul,Tuesday
Black Vulture,Coragyps atratus,7334,3,CO-CAL,Reserva Monte León,5.0759053,-75.4985838,2018-10-20,07:27 AM,217.0,1,1.78,13,Faltante,Faltante,2018,10,Oct,Saturday
Black Vulture,Coragyps atratus,7334,1,CO-CAL,Reserva Monte León,5.0759053,-75.4985838,2019-01-26,07:14 AM,234.0,1,2.21,22,Faltante,Faltante,2019,1,Jan,Saturday
Black Vulture,Coragyps atratus,7334,4,CO-CAL,Reserva Monte León,5.0759053,-75.4985838,2019-09-15,06:34 AM,203.0,1,2.704,11,Faltante,Faltante,2019,9,Sep,Sunday
Black Vulture,Coragyps atratus,7334,1,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-05-05,07:32 AM,320.0,1,1.85,3,Faltante,"Caracterizando aves en el sector de residencia Conjunto reserva de Castilla en Manizales, Colombia",2018,5,May,Saturday
Black Vulture,Coragyps atratus,7334,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-05-18,01:33 PM,75.0,1,0.12,1,Faltante,Faltante,2018,5,May,Friday
Black Vulture,Coragyps atratus,7334,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-05-20,07:14 AM,162.0,1,0.48,1,Faltante,Faltante,2018,5,May,Sunday
Black Vulture,Coragyps atratus,7334,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-05-30,09:00 AM,180.0,1,0.52,1,Faltante,Faltante,2018,5,May,Wednesday
Black Vulture,Coragyps atratus,7334,1,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-06-03,07:41 AM,113.0,1,0.39,1,Faltante,Faltante,2018,6,Jun,Sunday
Black Vulture,Coragyps atratus,7334,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-06-04,08:44 AM,1.0,1,0.39,1,Faltante,Faltante,2018,6,Jun,Monday
Black Vulture,Coragyps atratus,7334,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-06-11,09:36 AM,155.0,1,1.04,1,Faltante,Faltante,2018,6,Jun,Monday
Black Vulture,Coragyps atratus,7334,1,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-06-12,09:34 AM,90.0,1,0.54,1,Faltante,Faltante,2018,6,Jun,Tuesday
Black Vulture,Coragyps atratus,7334,1,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-06-13,08:41 AM,36.0,1,0.54,1,Faltante,Faltante,2018,6,Jun,Wednesday
Black Vulture,Coragyps atratus,7334,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-06-14,02:12 PM,71.0,1,0.39,1,Faltante,Faltante,2018,6,Jun,Thursday
Black Vulture,Coragyps atratus,7334,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-06-15,03:01 PM,90.0,1,0.67,1,Faltante,Faltante,2018,6,Jun,Friday
Black Vulture,Coragyps atratus,7334,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-06-16,04:54 PM,82.0,1,0.25,1,Faltante,Faltante,2018,6,Jun,Saturday
Black Vulture,Coragyps atratus,7334,1,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-06-22,04:28 PM,60.0,1,0.23,1,Faltante,Faltante,2018,6,Jun,Friday
Black Vulture,Coragyps atratus,7334,1,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-06-26,04:09 PM,62.0,1,0.2,1,Faltante,Faltante,2018,6,Jun,Tuesday
Black Vulture,Coragyps atratus,7334,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-06-30,06:39 AM,88.0,1,0.2,1,Faltante,Faltante,2018,6,Jun,Saturday
Black Vulture,Coragyps atratus,7334,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-07-12,04:53 PM,30.0,1,0.28,1,Faltante,Faltante,2018,7,Jul,Thursday
Black Vulture,Coragyps atratus,7334,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-07-13,08:46 AM,90.0,1,0.44,1,Faltante,Faltante,2018,7,Jul,Friday
Black Vulture,Coragyps atratus,7334,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-07-16,01:49 PM,185.0,1,0.9,1,Faltante,Faltante,2018,7,Jul,Monday
Black Vulture,Coragyps atratus,7334,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-07-21,09:39 AM,90.0,1,0.74,1,Faltante,Faltante,2018,7,Jul,Saturday
Black Vulture,Coragyps atratus,7334,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-08-10,08:32 AM,102.0,1,0.95,1,Faltante,Faltante,2018,8,Aug,Friday
Black Vulture,Coragyps atratus,7334,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-08-13,09:51 AM,126.0,1,0.56,1,Faltante,Faltante,2018,8,Aug,Monday
Black Vulture,Coragyps atratus,7334,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-08-21,01:59 PM,90.0,1,0.56,2,Faltante,Faltante,2018,8,Aug,Tuesday
Black Vulture,Coragyps atratus,7334,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-08-22,09:22 AM,45.0,1,0.92,1,Faltante,Faltante,2018,8,Aug,Wednesday
Black Vulture,Coragyps atratus,7334,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-08-30,08:51 AM,87.0,1,0.81,1,Faltante,Faltante,2018,8,Aug,Thursday
Black Vulture,Coragyps atratus,7334,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-08-31,08:03 AM,60.0,1,0.86,1,Faltante,Faltante,2018,8,Aug,Friday
Black Vulture,Coragyps atratus,7334,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-02,09:33 AM,131.0,1,0.94,1,Faltante,Faltante,2018,9,Sep,Sunday
Black Vulture,Coragyps atratus,7334,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-05,08:58 AM,61.0,1,0.47,1,Faltante,Faltante,2018,9,Sep,Wednesday
Black Vulture,Coragyps atratus,7334,1,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-05,03:32 PM,68.0,1,0.38,1,Faltante,Faltante,2018,9,Sep,Wednesday
Black Vulture,Coragyps atratus,7334,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-07,08:55 AM,126.0,1,0.63,1,Faltante,Faltante,2018,9,Sep,Friday
Black Vulture,Coragyps atratus,7334,1,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-08,07:02 AM,78.0,1,0.34,1,Faltante,Faltante,2018,9,Sep,Saturday
Black Vulture,Coragyps atratus,7334,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-11,10:45 AM,98.0,1,0.64,1,Faltante,Faltante,2018,9,Sep,Tuesday
Black Vulture,Coragyps atratus,7334,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-12,08:54 AM,116.0,1,1.02,2,Faltante,Faltante,2018,9,Sep,Wednesday
Black Vulture,Coragyps atratus,7334,1,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-13,12:43 PM,138.0,1,0.66,1,Faltante,Faltante,2018,9,Sep,Thursday
Black Vulture,Coragyps atratus,7334,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-14,07:45 AM,160.0,1,1.82,1,Faltante,Faltante,2018,9,Sep,Friday
Black Vulture,Coragyps atratus,7334,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-15,09:38 AM,68.0,1,0.53,1,Faltante,Faltante,2018,9,Sep,Saturday
Black Vulture,Coragyps atratus,7334,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-16,01:01 PM,58.0,1,0.48,1,Faltante,Faltante,2018,9,Sep,Sunday
Black Vulture,Coragyps atratus,7334,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-21,08:11 AM,64.0,1,0.76,1,Faltante,Faltante,2018,9,Sep,Friday
Black Vulture,Coragyps atratus,7334,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-22,08:24 AM,166.0,1,0.9,2,Faltante,Faltante,2018,9,Sep,Saturday
Black Vulture,Coragyps atratus,7334,3,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-23,08:17 AM,113.0,1,0.46,1,Faltante,Faltante,2018,9,Sep,Sunday
Black Vulture,Coragyps atratus,7334,5,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-24,08:45 AM,159.0,1,0.99,2,Faltante,Faltante,2018,9,Sep,Monday
Black Vulture,Coragyps atratus,7334,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-25,03:55 PM,70.0,1,0.32,1,Faltante,Faltante,2018,9,Sep,Tuesday
Black Vulture,Coragyps atratus,7334,4,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-26,11:04 AM,75.0,1,0.57,1,Faltante,Faltante,2018,9,Sep,Wednesday
Black Vulture,Coragyps atratus,7334,6,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-29,08:42 AM,191.0,1,0.48,2,Faltante,Faltante,2018,9,Sep,Saturday
Black Vulture,Coragyps atratus,7334,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-30,11:58 AM,34.0,1,0.32,1,Faltante,Faltante,2018,9,Sep,Sunday
Black Vulture,Coragyps atratus,7334,3,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-10-01,12:54 PM,65.0,1,0.43,1,Faltante,Faltante,2018,10,Oct,Monday
Black Vulture,Coragyps atratus,7334,1,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-10-06,04:00 PM,105.0,1,0.51,1,Faltante,Faltante,2018,10,Oct,Saturday
Black Vulture,Coragyps atratus,7334,4,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-10-16,09:14 AM,85.0,1,0.62,1,Faltante,Faltante,2018,10,Oct,Tuesday
Black Vulture,Coragyps atratus,7334,3,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-10-17,09:13 AM,154.0,1,1.36,1,Faltante,Faltante,2018,10,Oct,Wednesday
Black Vulture,Coragyps atratus,7334,3,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-10-18,08:57 AM,126.0,1,0.63,1,Faltante,Faltante,2018,10,Oct,Thursday
Black Vulture,Coragyps atratus,7334,3,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-10-19,08:46 AM,131.0,1,1.06,1,Faltante,Faltante,2018,10,Oct,Friday
Black Vulture,Coragyps atratus,7334,3,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-10-22,04:01 PM,68.0,1,0.48,1,Faltante,Faltante,2018,10,Oct,Monday
Black Vulture,Coragyps atratus,7334,4,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-10-28,09:06 AM,108.0,1,0.49,1,Faltante,Faltante,2018,10,Oct,Sunday
Black Vulture,Coragyps atratus,7334,3,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-10-29,08:41 AM,200.0,1,1.18,2,Faltante,Faltante,2018,10,Oct,Monday
Black Vulture,Coragyps atratus,7334,3,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-10-30,02:03 PM,96.0,1,0.52,1,Faltante,Faltante,2018,10,Oct,Tuesday
Black Vulture,Coragyps atratus,7334,4,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-03,06:33 AM,287.0,1,1.19,1,Faltante,Faltante,2018,11,Nov,Saturday
Black Vulture,Coragyps atratus,7334,3,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-04,09:17 AM,126.0,1,0.77,1,Faltante,Faltante,2018,11,Nov,Sunday
Black Vulture,Coragyps atratus,7334,6,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-05,06:50 AM,115.0,1,0.82,1,Faltante,Faltante,2018,11,Nov,Monday
Black Vulture,Coragyps atratus,7334,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-06,12:02 PM,34.0,1,0.42,1,Faltante,Faltante,2018,11,Nov,Tuesday
Black Vulture,Coragyps atratus,7334,1,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-06,04:03 PM,74.0,1,0.4,1,Faltante,Faltante,2018,11,Nov,Tuesday
Black Vulture,Coragyps atratus,7334,1,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-08,06:43 AM,140.0,1,0.49,1,Faltante,Faltante,2018,11,Nov,Thursday
Black Vulture,Coragyps atratus,7334,1,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-08,09:07 AM,24.0,1,0.99,2,Faltante,Faltante,2018,11,Nov,Thursday
Black Vulture,Coragyps atratus,7334,1,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-09,06:02 AM,17.0,1,0.26,2,Faltante,Faltante,2018,11,Nov,Friday
Black Vulture,Coragyps atratus,7334,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-10,07:10 AM,86.0,1,0.39,1,Faltante,Faltante,2018,11,Nov,Saturday
Black Vulture,Coragyps atratus,7334,6,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-11,08:33 AM,100.0,1,0.57,1,Faltante,Faltante,2018,11,Nov,Sunday
Black Vulture,Coragyps atratus,7334,3,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-11,04:56 PM,68.0,1,0.54,1,Faltante,Faltante,2018,11,Nov,Sunday
Black Vulture,Coragyps atratus,7334,20,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-12,06:03 AM,163.0,1,0.45,1,Faltante,Faltante,2018,11,Nov,Monday
Black Vulture,Coragyps atratus,7334,15,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-13,07:33 AM,70.0,1,0.7,1,Faltante,Faltante,2018,11,Nov,Tuesday
Black Vulture,Coragyps atratus,7334,1,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-14,07:57 AM,26.0,1,0.7,1,Faltante,Faltante,2018,11,Nov,Wednesday
Black Vulture,Coragyps atratus,7334,1,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-16,01:35 PM,9.0,1,0.7,1,Faltante,Faltante,2018,11,Nov,Friday
Black Vulture,Coragyps atratus,7334,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-16,04:23 PM,24.0,1,0.04,1,Faltante,Faltante,2018,11,Nov,Friday
Black Vulture,Coragyps atratus,7334,1,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-17,07:04 AM,99.0,1,0.78,1,Faltante,Faltante,2018,11,Nov,Saturday
